지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
146,2019-06-14 14:00,24.6,,2.4,340,69,21.3,18.5,997.5,1004.4,0,1.41,,,10,3,StAs,10,830,,40,32.6,,,,
146,2019-06-14 15:00,24.5,,3.3,340,63,19.2,16.9,997,1003.9,0,1.04,,,10,3,ScAs,10,1868,,40,30.4,,,,
146,2019-06-14 16:00,24.5,,1.9,360,70,21.4,18.6,996.9,1003.8,0,.93,,,10,4,ScAs,11,1234,,,29.3,,,,
146,2019-06-14 17:00,23.7,0,1.7,20,72,21,18.3,996.4,1003.3,0,.44,,,10,4,ScAs,12,1459,,01,25.6,,,,
146,2019-06-14 18:00,23.3,,1.6,50,69,19.6,17.2,996,1003,0,.19,,,10,3,ScAs,10,1732,,,23.8,,,,
146,2019-06-14 19:00,23.8,,.8,20,63,18.5,16.3,995.9,1002.8,0,.23,,,9,9,,33,2000,,,24.7,,,,
146,2019-06-14 20:00,22.5,,1.4,50,72,19.5,17.1,996.2,1003.2,.2,.15,,,7,7,,34,1156,,,20.2,,,,
146,2019-06-14 21:00,22.4,,0,0,73,19.7,17.3,996.2,1003.2,,,,,3,0,Ci,,1093,,,18,,,,
146,2019-06-14 22:00,20.5,,.9,70,91,21.8,18.9,996.4,1003.5,,,,,6,6,,76,1032,,,17.6,,,,
146,2019-06-14 23:00,20.3,,.4,0,94,22.2,19.2,996.5,1003.6,,,,,5,1,,18,1164,,,18.2,,,,
146,2019-06-15 00:00,19.7,,.3,0,96,22,19,996.3,1003.3,,,,,0,0,,,858,,19,17.2,,,,
146,2019-06-15 01:00,19.3,,.2,0,98,21.8,18.9,995.6,1002.6,,,,,0,0,,,757,,19,16.7,,,,
146,2019-06-15 02:00,18.5,,.6,320,99,21,18.3,994.6,1001.7,,,,,0,0,,,502,,19,17,,,,
146,2019-06-15 03:00,18.2,,.6,340,99,20.6,18,994.6,1001.7,,,,,0,0,,,537,,19,16.6,,,,
146,2019-06-15 04:00,18.3,,.9,180,99,20.8,18.1,994.4,1001.5,,,,,0,0,,,376,,19,16.3,,,,
146,2019-06-15 05:00,17.8,,1.8,270,99,20.1,17.6,994.6,1001.7,,,,,0,0,,,405,,19,15.8,,,,
146,2019-06-15 06:00,17.7,,.9,230,99,20,17.5,995.1,1002.2,0,.03,,,3,0,Ci,,473,,19,16.3,,,,
146,2019-06-15 07:00,18.6,,.2,0,91,19.4,17,995.3,1002.4,.5,.41,,,0,0,,,731,,19,20.1,,,,
146,2019-06-15 08:00,20.5,,.5,290,79,19,16.7,995.3,1002.4,1,1.17,,,2,2,Sc,12,1199,,19,28.2,,,,
146,2019-06-15 09:00,20.6,,2.5,250,79,19.1,16.8,995.4,1002.5,1,1.86,,,0,0,,,1389,,,32,,,,
146,2019-06-15 10:00,22.4,,2.6,270,76,20.5,17.9,994.6,1001.6,1,2.38,,,4,4,Sc,12,1448,,,35.6,,,,
146,2019-06-15 11:00,22.7,,2.4,250,73,20.1,17.6,994.2,1001.2,.5,1.93,,,6,6,Sc,12,1411,,,36.5,,,,
146,2019-06-15 12:00,24.3,,2.4,270,68,20.6,18,993.6,1000.5,.8,2.92,,,5,5,Sc,12,1434,,,45.3,,,,
146,2019-06-15 13:00,24.1,,2.6,270,71,21.3,18.5,992.8,999.7,.6,2.39,,,7,7,Sc,12,1258,,,39.2,,,,
146,2019-06-15 14:00,24.2,,4.5,270,70,21,18.3,992.4,999.3,.9,3.02,,,7,7,Sc,12,1649,,,41.5,,,,
146,2019-06-15 15:00,22.9,,5.1,270,74,20.6,18,992.5,999.4,1,3.07,,,5,5,Sc,12,1597,,,34.9,,,,
146,2019-06-15 16:00,23.2,,4.5,250,71,20.1,17.6,992.4,999.3,.7,2.28,,,6,6,Sc,12,1813,,,37.5,,,,
146,2019-06-15 17:00,21.7,,4.9,250,85,22,19,992.1,999.1,.9,1.81,,,5,5,Sc,12,1057,,,27.1,,,,
146,2019-06-15 18:00,20.5,,3.7,250,88,21.2,18.4,992.7,999.7,.6,.86,,,5,5,Sc,12,1107,,,25.9,,,,
146,2019-06-15 19:00,20,,1.4,270,89,20.8,18.1,993.3,1000.4,.4,.51,,,2,2,,5,1049,,,23.9,,,,
146,2019-06-15 20:00,19.1,,2.7,250,90,19.9,17.4,993.9,1000.9,.1,.12,,,6,5,,6,1288,,,18.5,,,,
146,2019-06-15 21:00,18.2,,2.1,230,94,19.6,17.2,994.6,1001.7,,,,,7,7,Sc,10,1120,,,17.7,,,,
146,2019-06-15 22:00,17.8,,1.7,230,95,19.2,16.9,995.1,1002.2,,,,,4,2,,5,1067,,,16.6,,,,
146,2019-06-15 23:00,17.4,,2.2,230,95,18.8,16.5,995.6,1002.7,,,,,5,1,,8,1208,,,16.1,,,,
146,2019-06-16 00:00,17.6,,2,230,94,18.9,16.6,995.9,1003,,,,,0,0,,,1290,,,16,,,,
146,2019-06-16 01:00,17.9,,.8,230,94,19.2,16.9,996.2,1003.3,,,,,8,8,,4,1239,,,17.5,,,,
146,2019-06-16 02:00,17.9,,1.8,230,95,19.4,17,996.1,1003.2,,,,,8,8,,5,1261,,,17.2,,,,
146,2019-06-16 03:00,17.4,,1.1,230,96,19,16.7,996.3,1003.4,,,,,4,4,Sc,10,1128,,,15.6,,,,
146,2019-06-16 04:00,16.6,,1.1,140,99,18.6,16.4,996.7,1003.9,,,,,0,0,,,924,,19,15.2,,,,
146,2019-06-16 05:00,16.5,,1.1,160,99,18.5,16.3,997.3,1004.5,,,,,0,0,,,930,,19,14.7,,,,
146,2019-06-16 06:00,17,,.6,110,98,18.9,16.6,997.9,1005.1,0,.06,,,0,0,,,983,,19,15.9,,,,
146,2019-06-16 07:00,18.3,,.8,140,90,18.9,16.6,998.5,1005.6,.7,.52,,,0,0,,,1203,,19,20,,,,
146,2019-06-16 08:00,20.3,,.6,360,81,19.2,16.9,999.2,1006.3,1,1.26,,,0,0,,,1566,,,30.9,,,,
146,2019-06-16 09:00,20.9,,.7,180,77,19,16.7,999.5,1006.6,1,2.04,,,0,0,,,1820,,,37,,,,
146,2019-06-16 10:00,22.6,,.9,340,70,19.1,16.8,999.6,1006.6,1,2.68,,,0,0,,,1767,,,43.4,,,,
146,2019-06-16 11:00,23.9,,1.7,360,71,21,18.3,999.7,1006.7,1,3.16,,,0,0,,,1919,,,48.3,,,,
146,2019-06-16 12:00,24.9,,1.9,320,64,20.1,17.6,999.8,1006.8,1,3.59,,,3,3,Sc,12,1124,,,50.4,,,,
146,2019-06-16 13:00,25.2,,1.8,320,64,20.4,17.8,999.9,1006.9,.9,3.03,,,3,3,Sc,12,1596,,,43.5,,,,
146,2019-06-16 14:00,26.1,,2.3,250,61,20.5,17.9,999.8,1006.7,.9,3.05,,,6,6,Sc,12,2000,,,45.8,,,,
146,2019-06-16 15:00,25.4,,2.7,290,62,20,17.5,1000,1007,.7,2.47,,,7,7,Sc,12,1703,,,40.1,,,,
146,2019-06-16 16:00,24.7,,3.7,270,70,21.7,18.8,1000.2,1007.1,.5,1.48,,,8,8,Sc,12,1242,,,34.9,,,,
146,2019-06-16 17:00,22.9,,2.7,250,72,20,17.5,1000.7,1007.7,.4,1.22,,,8,2,ScCi,12,1880,,,30.9,,,,
146,2019-06-16 18:00,22.1,,2.2,250,75,19.9,17.4,1001.3,1008.3,0,.7,,,9,0,Ci,,1693,,,27.3,,,,
146,2019-06-16 19:00,21.5,,1.7,230,80,20.4,17.8,1001.5,1008.6,0,.31,,,9,3,,74,1322,,,23.9,,,,
146,2019-06-16 20:00,20.4,,1.8,250,86,20.5,17.9,1002.2,1009.3,0,.08,,,8,5,,71,1871,,,20.2,,,,
146,2019-06-16 21:00,19.4,,1.2,250,94,21.2,18.4,1003,1010.1,,,,,5,0,Ci,,1695,,,18.6,,,,
146,2019-06-16 22:00,18.7,,1.3,230,97,20.9,18.2,1003.9,1011,,,,,3,3,,68,1787,,,17.6,,,,
146,2019-06-16 23:00,18.2,,1.6,230,99,20.6,18,1004.1,1011.3,,,,,5,2,,,1313,,,17.2,,,,
146,2019-06-17 00:00,18.2,,1,200,99,20.6,18,1004.3,1011.5,,,,,1,1,Sc,,1731,,,16.6,,,,
146,2019-06-17 01:00,17.4,,.6,20,99,19.6,17.2,1004.1,1011.3,,,,,4,0,,,1078,,,16,,,,
146,2019-06-17 02:00,17.6,,1.1,270,99,19.9,17.4,1004.3,1011.5,,,,,5,0,,,1010,,,15.9,,,,
146,2019-06-17 03:00,17.5,,1,230,99,19.7,17.3,1004.8,1012,,,,,6,6,St,6,1207,,,16.4,,,,
146,2019-06-17 04:00,17.5,,.7,290,99,19.7,17.3,1005.2,1012.4,,,,,7,7,St,5,1484,,,17.9,,,,
146,2019-06-17 05:00,17.5,,.3,0,99,19.7,17.3,1005.4,1012.6,,,,,8,8,St,5,1490,,,17.7,,,,
146,2019-06-17 06:00,17.7,,0,0,99,20,17.5,1005.6,1012.8,0,.02,,,8,8,St,3,1586,,,18.4,,,,
146,2019-06-17 07:00,18.2,,1.1,230,99,20.6,18,1005.5,1012.7,0,.23,,,8,4,ScCi,10,1241,,,21.3,,,,
146,2019-06-17 08:00,19,,.4,0,94,20.6,18,1006.1,1013.2,.2,.74,,,8,8,Sc,9,1242,,,25.1,,,,
146,2019-06-17 09:00,21,,.6,140,84,20.8,18.1,1006.5,1013.6,.4,1.36,,,8,4,ScAcCi,9,1850,,,37.8,,,,
146,2019-06-17 10:00,22.4,,1.3,230,78,21,18.3,1006.2,1013.3,.9,2.49,,,6,5,ScCi,9,2000,,,44.5,,,,
146,2019-06-17 11:00,23.7,,2,270,71,20.8,18.1,1006,1013,.9,2.92,,,5,3,ScCi,9,2000,,,46.3,,,,
146,2019-06-17 12:00,24,,1.8,270,66,19.6,17.2,1005.9,1012.9,1,3.56,,,4,2,ScCi,10,2000,,,48.3,,,,
146,2019-06-17 13:00,25.6,,2,270,60,19.6,17.2,1005.5,1012.5,1,3.47,,,6,2,ScCi,10,2000,,,51.5,,,,
146,2019-06-17 14:00,25.7,,2.5,250,55,18.1,15.9,1005.2,1012.2,1,3.27,,,6,0,Ci,,2000,,,48.7,,,,
146,2019-06-17 15:00,25.6,,2.2,270,59,19.2,16.9,1004.8,1011.8,1,2.88,,,7,1,ScCi,13,1821,,,42.4,,,,
146,2019-06-17 16:00,25.4,,3,270,60,19.4,17,1004.5,1011.5,.9,2.29,,,7,0,Ci,,2000,,,41,,,,
146,2019-06-17 17:00,25,,3.2,270,62,19.6,17.2,1004.4,1011.4,1,2.01,,,1,0,Ci,,2000,,,37.7,,,,
146,2019-06-17 18:00,24.3,,1.9,270,65,19.6,17.2,1004.4,1011.4,1,1.1,,,6,0,Ci,,1993,,,32,,,,
146,2019-06-17 19:00,23.1,,1.6,290,67,18.9,16.6,1004.5,1011.5,.8,.51,,,2,0,,,2000,,,25.2,,,,
146,2019-06-17 20:00,21.7,,1.9,270,70,18.1,15.9,1005,1012.1,0,.06,,,7,0,,,2000,,,20.9,,,,
146,2019-06-17 21:00,21,,1.7,250,73,18.1,15.9,1005.5,1012.6,,,,,7,0,Ci,,2000,,,19.9,,,,
146,2019-06-17 22:00,21.2,,.3,0,71,17.8,15.7,1005.9,1013,,,,,8,0,,,2000,,,18.7,,,,
146,2019-06-17 23:00,20.7,,.1,0,76,18.5,16.3,1005.8,1012.9,,,,,7,7,,59,1987,,,18.4,,,,
146,2019-06-18 00:00,20.2,,.2,0,82,19.4,17,1005.4,1012.5,,,,,5,0,Ci,,2000,,,17.8,,,,
146,2019-06-18 01:00,19.6,,.6,160,86,19.5,17.1,1005.1,1012.2,,,,,7,0,,,2000,,,17.1,,,,
146,2019-06-18 02:00,18.7,,1.3,140,89,19.1,16.8,1004.8,1011.9,,,,,7,0,,,2000,,,17.2,,,,
146,2019-06-18 03:00,18.4,,1.5,140,90,19,16.7,1004.9,1012.1,,,,,7,0,Ci,,2000,,,17.2,,,,
146,2019-06-18 04:00,18.5,,.9,110,90,19.1,16.8,1005.1,1012.2,,,,,8,0,Ci,,2000,,,17.2,,,,
146,2019-06-18 05:00,18.2,,1.5,140,92,19.1,16.8,1005,1012.2,,,,,8,0,Ci,,1945,,,17,,,,
146,2019-06-18 06:00,18.5,,1.9,140,91,19.2,16.9,1004.6,1011.7,0,.03,,,9,4,AcCi,35,1985,,,18.5,,,,
146,2019-06-18 07:00,19.5,,1.5,140,87,19.6,17.2,1004.6,1011.7,0,.23,,,8,3,AcCi,35,2000,,,21.4,,,,
146,2019-06-18 08:00,21.2,,.2,0,77,19.2,16.9,1005,1012.1,0,.48,,,9,6,AcCi,32,2000,,,25.7,,,,
146,2019-06-18 09:00,22.9,,.2,0,68,18.9,16.6,1005.4,1012.4,0,.92,,,10,10,As,30,2000,,,32,,,,
146,2019-06-18 10:00,23.3,,1.2,250,75,21.4,18.6,1005.5,1012.5,0,1.17,,,10,10,As,30,2000,,,31.2,,,,
146,2019-06-18 11:00,23.8,,2.2,270,81,23.8,20.3,1005.3,1012.3,.1,1.46,,,10,10,As,28,1390,,,33.9,,,,
146,2019-06-18 12:00,23.6,,3.2,270,81,23.5,20.1,1004.9,1011.9,.1,1.28,,,10,4,ScAs,7,1573,,,30.6,,,,
146,2019-06-18 13:00,25.1,,2.4,270,76,24.1,20.5,1004.3,1011.3,.4,2.21,,,9,9,Sc,8,1591,,,40.3,,,,
146,2019-06-18 14:00,24.3,,1.8,250,79,24,20.4,1004,1011,.1,1.14,,,10,2,ScAs,10,1211,,,33.9,,,,
146,2019-06-18 15:00,24.7,,1.5,230,79,24.6,20.8,1003.2,1010.2,0,1.06,,,10,4,ScAs,8,1411,,,31.6,,,,
146,2019-06-18 16:00,26,,.6,340,72,24.1,20.5,1002.4,1009.4,.3,1.51,,,6,6,Sc,13,1365,,,42,,,,
146,2019-06-18 17:00,25.4,,1.5,360,72,23.4,20,1001.9,1008.9,.8,1.59,,,6,6,Sc,10,1391,,,34,,,,
146,2019-06-18 18:00,24.5,,2.6,340,76,23.2,19.9,1001.7,1008.6,.4,.69,,,7,5,ScAc,10,1325,,,28.8,,,,
146,2019-06-18 19:00,23.8,,2,320,80,23.5,20.1,1002,1009,0,.35,,,8,0,,,1100,,,25.1,,,,
146,2019-06-18 20:00,22.9,,2.6,270,85,23.7,20.2,1002.2,1009.2,0,.06,,,10,3,,10,1103,,,22.8,,,,
146,2019-06-18 21:00,22.4,,2.4,320,87,23.5,20.1,1003.3,1010.3,,,,,7,7,Sc,10,982,,19,22.5,,,,
146,2019-06-18 22:00,22,,1.1,320,87,22.9,19.7,1003.6,1010.7,,,,,6,6,,8,970,,19,22,,,,
146,2019-06-18 23:00,21.8,,1.3,250,88,22.9,19.7,1003.2,1010.3,,,,,9,9,,8,964,,19,21.5,,,,
146,2019-06-19 00:00,21.4,,1.3,230,89,22.7,19.5,1002.8,1009.9,,,,,9,9,Sc,10,980,,19,21.4,,,,
146,2019-06-19 01:00,21.3,,.9,230,89,22.5,19.4,1002.1,1009.2,,,,,8,8,,8,994,,19,21.3,,,,
146,2019-06-19 02:00,21.3,,.1,0,88,22.2,19.2,1001.6,1008.7,,,,,7,7,,8,973,,19,20.7,,,,
146,2019-06-19 03:00,20.8,,.8,230,91,22.2,19.2,1001.2,1008.3,,,,,5,5,Sc,10,720,,19,18.9,,,,
146,2019-06-19 04:00,20.2,,1.4,290,99,23.4,20,1001.5,1008.6,,,,,7,2,ScCi,8,447,,19,19.5,,,,
146,2019-06-19 05:00,20,,1.8,270,99,23.1,19.8,1001.5,1008.6,,,,,8,3,ScCi,4,530,,19,19.6,,,,
146,2019-06-19 06:00,20.1,,.9,340,99,23.2,19.9,1001.6,1008.7,0,.02,,,9,4,ScCi,10,413,,19,20.8,,,,
146,2019-06-19 07:00,20,,2.1,340,99,23.1,19.8,1002,1009.1,0,.04,,,10,3,ScAs,10,456,,19,20.8,,,,
146,2019-06-19 08:00,20.3,,2.7,340,96,22.8,19.6,1002.1,1009.2,0,.2,,,10,10,As,30,886,,19,22.7,,,,
146,2019-06-19 09:00,21,,3,20,93,23.1,19.8,1001.7,1008.8,0,.52,,,10,3,ScAs,10,826,,19,26.8,,,,
146,2019-06-19 10:00,22,,2.4,20,87,22.9,19.7,1001.3,1008.3,0,1.35,,,9,9,Sc,10,948,,19,34.5,,,,
146,2019-06-19 11:00,24.3,,2.1,360,78,23.7,20.2,1001,1008,.2,2.12,,,7,7,Sc,10,1412,,19,46.2,,,,
146,2019-06-19 12:00,24.9,,2,20,67,21,18.3,1000.3,1007.3,1,3.26,,,4,4,Sc,10,1975,,,51,,,,
146,2019-06-19 13:00,26,,2.3,340,64,21.4,18.6,999.8,1006.7,.8,3.09,,,6,6,Ac,36,1950,,,49.4,,,,
146,2019-06-19 14:00,26.3,,2,320,65,22.1,19.1,999.4,1006.3,.6,2.81,,,4,4,Sc,10,1832,,,49.2,,,,
146,2019-06-19 15:00,27.4,,1.5,290,66,24,20.4,999.2,1006.1,1,2.79,,,7,7,Sc,10,1719,,,47.1,,,,
146,2019-06-19 16:00,27,,2.5,340,64,22.8,19.6,999,1005.9,.6,1.96,,,6,6,Sc,12,1736,,,45.1,,,,
146,2019-06-19 17:00,26.8,,1.9,320,64,22.5,19.4,998.8,1005.7,.9,1.68,,,6,6,Sc,10,1884,,,38.5,,,,
146,2019-06-19 18:00,26,,1.9,320,65,21.8,18.9,998.7,1005.6,.9,.97,,,5,5,Sc,12,1847,,,30.9,,,,
146,2019-06-19 19:00,24.3,,2.9,270,78,23.7,20.2,999.2,1006.1,0,.35,,,5,0,,,1483,,,25.7,,,,
146,2019-06-19 20:00,22.9,,2.1,270,83,23.1,19.8,999.6,1006.6,0,.07,,,1,0,,,1341,,,22.2,,,,
146,2019-06-19 21:00,21.6,,2.6,250,87,22.4,19.3,999.9,1007,,,,,5,0,Ci,,1494,,,20.7,,,,
146,2019-06-19 22:00,21,,1.8,250,91,22.5,19.4,1000.8,1007.9,,,,,3,3,,10,1414,,,20.3,,,,
146,2019-06-19 23:00,20.2,,1.8,230,98,23.1,19.8,1000.8,1007.9,,,,,4,4,,11,850,,19,19.7,,,,
146,2019-06-20 00:00,19.8,,1.5,230,99,22.8,19.6,1000.9,1008,,,,,3,3,Sc,10,754,,19,18.7,,,,
146,2019-06-20 01:00,19.6,,1.3,230,99,22.5,19.4,1000.8,1007.9,,,,,6,6,,10,804,,19,18.3,,,,
146,2019-06-20 02:00,19.2,,.7,250,99,22,19,1000.7,1007.8,,,,,7,3,,6,744,,19,17.6,,,,
146,2019-06-20 03:00,19.1,,.8,200,99,21.8,18.9,1000.6,1007.7,,,,,6,0,Ci,,629,,19,17.7,,,,
146,2019-06-20 04:00,19.1,,.6,160,99,21.8,18.9,1000.7,1007.8,,,,,7,7,Sc,8,598,,19,18.2,,,,
146,2019-06-20 05:00,18.6,,.8,110,99,21.2,18.4,1000.7,1007.8,,,,,7,7,Sc,8,605,,19,16.9,,,,
146,2019-06-20 06:00,19.1,,.3,0,99,21.8,18.9,1000.9,1008,0,.03,,,8,8,Sc,8,656,,19,20,,,,
146,2019-06-20 07:00,19.7,,.8,140,98,22.4,19.3,1001.1,1008.2,0,.18,,,8,8,Sc,8,634,,19,22.8,,,,
146,2019-06-20 08:00,21,,.7,200,91,22.5,19.4,1001.3,1008.4,.3,.79,,,3,3,Sc,10,563,,19,30.1,,,,
146,2019-06-20 09:00,23.5,,.6,50,80,23.1,19.8,1000.9,1007.9,1,1.95,,,4,4,Sc,12,871,,19,41.5,,,,
146,2019-06-20 10:00,23.9,,1.7,360,77,22.8,19.6,1000.9,1007.9,1,2.79,,,3,3,Sc,10,888,,19,48.5,,,,
146,2019-06-20 11:00,24.6,,2.3,340,69,21.3,18.5,1000.6,1007.5,1,3.19,,,3,2,ScCi,10,1237,,19,50.2,,,,
146,2019-06-20 12:00,26.1,,1.5,250,69,23.2,19.9,1000.1,1007,1,2.97,,,8,8,Sc,10,1117,,,49.8,,,,
146,2019-06-20 13:00,26.2,,2.2,290,68,23.1,19.8,999.7,1006.6,1,2.85,,,8,8,Sc,10,1000,,,48.5,,,,
146,2019-06-20 14:00,27.8,,1.1,270,66,24.6,20.8,999.2,1006.1,1,3.02,,,7,7,Sc,10,1111,,,51.1,,,,
146,2019-06-20 15:00,27.7,,2.2,270,64,23.7,20.2,998.7,1005.6,1,3.03,,,7,3,ScCi,10,1176,,,52,,,,
146,2019-06-20 16:00,27.4,,2,250,66,24,20.4,998.6,1005.5,.5,1.89,,,6,0,Ci,,1195,,,41.7,,,,
146,2019-06-20 17:00,26.9,,3.1,270,73,25.8,21.6,998.6,1005.5,1,1.76,,,6,4,ScCi,10,940,,19,39.9,,,,
146,2019-06-20 18:00,25.3,,2.3,270,78,25,21.1,998.8,1005.8,.9,1.11,,,6,0,Ci,,964,,19,31,,,,
146,2019-06-20 19:00,24.2,,2.3,270,82,24.7,20.9,999.2,1006.1,.5,.58,,,7,2,,,980,,19,26.7,,,,
146,2019-06-20 20:00,22.9,,2.4,270,87,24.3,20.6,1000,1007,0,.12,,,5,2,,73,990,,19,22.7,,,,
146,2019-06-20 21:00,22.1,,1.5,270,89,23.5,20.1,1000.5,1007.5,,,,,8,0,Ci,,972,,19,21.8,,,,
146,2019-06-20 22:00,21.3,,.9,250,92,23.2,19.9,1000.8,1007.9,,,,,8,8,,71,910,,19,20.5,,,,
146,2019-06-20 23:00,20.9,,1.4,270,92,22.7,19.5,1001,1008.1,,,,,10,2,,6,990,,19,20.7,,,,
146,2019-06-21 00:00,20.6,,1.4,270,97,23.5,20.1,1001,1008.1,,,,,8,8,,,811,,19,21.2,,,,
146,2019-06-21 01:00,20.1,,1,230,99,23.2,19.9,1000.1,1007.2,,,,,7,3,,65,742,,19,19.1,,,,
146,2019-06-21 02:00,20.2,,.6,230,97,22.9,19.7,999.7,1006.8,,,,,9,9,,61,834,,19,19.4,,,,
146,2019-06-21 03:00,19.9,,1.1,250,97,22.5,19.4,999.6,1006.7,,,,,8,0,Ci,,807,,19,18.5,,,,
146,2019-06-21 04:00,19.6,,.6,340,98,22.2,19.2,999.6,1006.7,,,,,5,2,ScCi,6,939,,19,17.8,,,,
146,2019-06-21 05:00,19.3,,.4,0,99,22.1,19.1,999.8,1006.9,,,,,5,0,Ci,,790,,19,17.1,,,,
146,2019-06-21 06:00,19.3,,.8,230,99,22.1,19.1,999.4,1006.5,0,.06,,,4,0,Ci,,818,,19,18.7,,,,
146,2019-06-21 07:00,20.8,,.2,0,92,22.5,19.4,999.8,1006.9,0,.48,,,1,1,Sc,4,818,,19,25.3,,,,
146,2019-06-21 08:00,21.6,,1.3,360,87,22.4,19.3,999.4,1006.4,.8,1.26,,,4,4,Sc,10,732,,19,34.4,,,,
146,2019-06-21 09:00,22,,1.6,340,84,22.1,19.1,999.4,1006.4,.6,1.63,,,7,7,Sc,10,783,,19,35.8,,,,
146,2019-06-21 10:00,23.9,,1.2,340,71,21,18.3,998.8,1005.8,.8,2.49,,,6,6,Sc,10,1194,,19,42.8,,,,
146,2019-06-21 11:00,24.9,,1.9,270,72,22.5,19.4,998.7,1005.7,.8,2.74,,,4,4,Sc,10,808,,40,48.6,,,,
146,2019-06-21 12:00,25.9,,2,320,67,22.2,19.2,998.4,1005.3,1,3.24,,,3,3,Sc,9,814,,40,52.3,,,,
146,2019-06-21 13:00,26.2,,2.5,340,64,21.7,18.8,998.1,1005,.9,3.51,,,4,4,Sc,10,966,,40,50.3,,,,
146,2019-06-21 14:00,27.7,,2,320,62,22.9,19.7,997.6,1004.5,.9,3.03,,,3,1,ScCi,10,1253,,40,53.6,,,,
146,2019-06-21 15:00,27.5,,2.4,320,60,22,19,997.1,1004,1,3.05,,,2,1,ScCi,10,1873,,,48.2,,,,
146,2019-06-21 16:00,27.5,,3.3,250,65,23.8,20.3,996.8,1003.7,1,2.77,,,3,3,Sc,10,1552,,,46.5,,,,
146,2019-06-21 17:00,26.6,,2.8,290,70,24.3,20.6,996.8,1003.7,1,2.1,,,0,0,,,1350,,,40.7,,,,
146,2019-06-21 18:00,25.4,,3.2,270,73,23.7,20.2,997.1,1004,1,1.32,,,0,0,,,1276,,,33.6,,,,
146,2019-06-21 19:00,23.9,,2.4,250,78,23.1,19.8,997.6,1004.5,1,.62,,,0,0,,,1362,,,26,,,,
146,2019-06-21 20:00,22,,2.1,250,85,22.4,19.3,997.9,1004.9,.2,.08,,,2,0,,,1321,,,21.7,,,,
146,2019-06-21 21:00,21.2,,3.3,230,90,22.5,19.4,998.7,1005.8,,,,,0,0,,,1204,,,20.4,,,,
146,2019-06-21 22:00,20.3,,1.8,230,95,22.5,19.4,999,1006.1,,,,,1,0,,,1099,,,19.4,,,,
146,2019-06-21 23:00,20.2,,1.9,230,99,23.4,20,999.2,1006.3,,,,,2,0,,,796,,19,19,,,,
146,2019-06-22 00:00,19.8,,1.2,230,99,22.8,19.6,999.2,1006.3,,,,,0,0,,,698,,19,18.5,,,,
146,2019-06-22 01:00,20,,.3,0,99,23.1,19.8,999.1,1006.2,,,,,2,0,,,675,,19,17.7,,,,
146,2019-06-22 02:00,19.1,,1,70,99,21.8,18.9,998.8,1005.9,,,,,1,1,,4,423,,19,17.8,,,,
146,2019-06-22 03:00,19.4,,.3,0,99,22.2,19.2,998.5,1005.6,,,,,7,7,Sc,10,448,,19,19.6,,,,
146,2019-06-22 04:00,19.2,,.8,20,99,22,19,998.6,1005.7,,,,,8,8,Sc,10,404,,19,19.5,,,,
146,2019-06-22 05:00,19.4,,.1,0,99,22.2,19.2,998.7,1005.8,,,,,9,9,Sc,10,350,,19,19.9,,,,
146,2019-06-22 06:00,19.6,,.5,160,99,22.5,19.4,999.1,1006.2,0,.03,,,8,8,Sc,10,510,,19,21,,,,
146,2019-06-22 07:00,19.8,,1.4,140,99,22.8,19.6,999.4,1006.5,0,.27,,,9,9,Sc,10,392,,19,23.8,,,,
146,2019-06-22 08:00,21.1,,.7,140,92,22.9,19.7,999.6,1006.7,.2,.9,,,3,3,Sc,10,477,,19,30.9,,,,
146,2019-06-22 09:00,22.9,,.9,180,82,22.8,19.6,999.5,1006.5,.6,1.54,,,4,2,ScAc,10,896,,19,37.7,,,,
146,2019-06-22 10:00,24,,1.6,230,81,24.1,20.5,999.4,1006.4,.2,1.57,,,7,7,Sc,10,923,,19,40.5,,,,
146,2019-06-22 11:00,25.4,,1.2,290,75,24.3,20.6,999.2,1006.2,.9,2.78,,,6,6,Sc,8,1198,,19,49.4,,,,
146,2019-06-22 12:00,25.5,,1.6,270,74,24.1,20.5,998.9,1005.9,.3,1.91,,,8,8,Sc,9,910,,40,39.4,,,,
146,2019-06-22 13:00,26.1,,1.7,270,69,23.2,19.9,998.3,1005.2,.1,1.31,,,8,8,Sc,10,840,,40,36.2,,,,
146,2019-06-22 14:00,26.4,,1.2,290,67,22.9,19.7,997.9,1004.8,.1,1.11,,,8,8,Sc,11,841,,40,37.9,,,,
146,2019-06-22 15:00,26.5,,2,270,71,24.6,20.8,997.5,1004.4,0,.97,,,7,7,Sc,11,957,,40,34.4,,,,
146,2019-06-22 16:00,25.9,,4.6,270,73,24.3,20.6,997.6,1004.5,.8,2.14,,,6,6,Sc,10,876,,40,39.8,,,,
146,2019-06-22 17:00,25.5,,3.3,270,75,24.4,20.7,997.9,1004.9,1,2.04,,,6,6,Sc,10,763,,40,37.7,,,,
